wavs/AT-01-Genesisy-ch_10-T0206503.wav|ary joktana niteraka an'i almodada sy salefa sy hazarmaveta sy jera
wavs/AT-01-Genesisy-ch_10-T0143381.wav|ary nony taoriana dia niely ny firenen'ny kananita.
wavs/AT-01-Genesisy-ch_10-T0086520.wav|ary ny niandohan'ny fanjakany dia babela sy ereka sy akada ary kalne tany amin'ny tany sinara.
wavs/AT-01-Genesisy-ch_10-T0056891.wav|ary ny zanakalahin'i kosy dia seba sy havila sy sabta sy ragama ary sabteka;
wavs/AT-01-Genesisy-ch_10-T0105201.wav|ary resena teo anelanelan'i ninive sy kala,
wavs/AT-01-Genesisy-ch_10-T0099796.wav|dia nanorina an'i ninive mbamin'i rehobot-ira sy kala
wavs/AT-01-Genesisy-ch_10-T0006383.wav|dia sema sy hama ary jafeta:
wavs/AT-01-Genesisy-ch_10-T0173986.wav|izay zokiny.
wavs/AT-01-Genesisy-ch_10-T0153579.wav|ka hatrany lesa ao akaikin'i sodoma sy gomora sy adma ary zeboima.
wavs/AT-01-Genesisy-ch_10-T0212663.wav|sy hadorama sy ozala sy dikla
wavs/AT-01-Genesisy-ch_10-T0134342.wav|sy ny hivita sy ny arkita sy ny sinita
wavs/AT-01-Genesisy-ch_10-T0216069.wav|sy obala sy abimaela sy sheba
wavs/AT-01-Genesisy-ch_10-T0219712.wav|sy ofira sy havila ary jobaba;
wavs/AT-01-Genesisy-ch_11-T0067698.wav|aoka isika hidina,
wavs/AT-01-Genesisy-ch_11-T0287545.wav|ary momba saray;
wavs/AT-01-Genesisy-ch_11-T0028314.wav|ary ny biriky na taony solom-bato,
wavs/AT-01-Genesisy-ch_11-T0291012.wav|ary tera nitondra an'i abrama zanany sy lota zafiny,
wavs/AT-01-Genesisy-ch_11-T0269614.wav|dia tao oran'ny kaldeana.
wavs/AT-01-Genesisy-ch_11-T0284670.wav|rain'i milka sy rain'iska.
wavs/AT-01-Genesisy-ch_11-T0256549.wav|tera niteraka an'i abrama sy nahora ary harana;
wavs/AT-01-Genesisy-ch_12-T0073976.wav|dia tao an-kazo terebintan'i more.
wavs/AT-01-Genesisy-ch_13-T0064935.wav|ary ny kana­nita sy ny perizita no tompon-tany tao kanana fahizay.
wavs/AT-01-Genesisy-ch_13-T0150487.wav|atopazy ny masonao,
wavs/AT-01-Genesisy-ch_14-T0064004.wav|ary ny horita tany an-tendrombohitra seira hatrany el­parana,
wavs/AT-01-Genesisy-ch_14-T0113871.wav|ary ny lohasahan'i sidima,
wavs/AT-01-Genesisy-ch_14-T0016789.wav|ary tidala.
wavs/AT-01-Genesisy-ch_14-T0266486.wav|dia anera sy eskola ary mamre;
wavs/AT-01-Genesisy-ch_14-T0139422.wav|fa nonina tao sodoma koa lota.
wavs/AT-01-Genesisy-ch_14-T0165019.wav|izay efa nahay niady.
wavs/AT-01-Genesisy-ch_14-T0102237.wav|mpanjakan'ny goima sy amrafela,
wavs/AT-01-Genesisy-ch_14-T0017811.wav|mpanjakan'ny goima,
wavs/AT-01-Genesisy-ch_14-T0212445.wav|nivoaka nitondra mofo sy divay;
wavs/AT-01-Genesisy-ch_14-T0027719.wav|sy semebera,
wavs/AT-01-Genesisy-ch_15-T0114447.wav|fa nandroaka azy abrama.
wavs/AT-01-Genesisy-ch_15-T0058836.wav|ka isao ny kintana,
wavs/AT-01-Genesisy-ch_15-T0171165.wav|nisy fatana fandoroana mivoa-tsetroka sy fanilo mirehitra,
wavs/AT-01-Genesisy-ch_16-T0097279.wav|andevovavin'i saray,
wavs/AT-01-Genesisy-ch_16-T0100205.wav|ary hankaiza?
wavs/AT-01-Genesisy-ch_16-T0036420.wav|dia nalain'i saray,
wavs/AT-01-Genesisy-ch_16-T0029366.wav|dia neken'i abrama ny tenin'i saray.
wavs/AT-01-Genesisy-ch_16-T0038669.wav|hagara egyptiana mpanompovaviny,
wavs/AT-01-Genesisy-ch_17-T0035219.wav|dia niankohoka abrama;
wavs/AT-01-Genesisy-ch_17-T0268929.wav|nefa ny fanekeko haoriko amin'isaka.
wavs/AT-01-Genesisy-ch_18-T0104668.wav|aiza saraha vadinao?
wavs/AT-01-Genesisy-ch_18-T0165020.wav|ary saraha hanana zazalahy.
wavs/AT-01-Genesisy-ch_18-T0049222.wav|dia haka mofo kely aho hataonareo ody am-bavafo;
wavs/AT-01-Genesisy-ch_18-T0117267.wav|indro hanana zazalahy saraha vadinao.
wavs/AT-01-Genesisy-ch_18-T0070980.wav|makà koba tsara toto intelon'ny famarana;
wavs/AT-01-Genesisy-ch_19-T0025575.wav|ary sasao ny tongotrareo,
wavs/AT-01-Genesisy-ch_19-T0235708.wav|aza an'izany,
wavs/AT-01-Genesisy-ch_19-T0349429.wav|fa natahotra hitoetra tao zoara izy;
wavs/AT-01-Genesisy-ch_19-T0023964.wav|ka mandria anio alina,
wavs/AT-01-Genesisy-ch_19-T0223938.wav|mandosira hamonjy ny ainao;
wavs/AT-01-Genesisy-ch_19-T0010598.wav|raha lota nipetraka teo am-bavahadin'i sodoma;
wavs/AT-01-Genesisy-ch_20-T0022768.wav|dia naniraka abimeleka,
wavs/AT-01-Genesisy-ch_20-T0166699.wav|eo anoloanao ny taniko;
wavs/AT-01-Genesisy-ch_21-T0105464.wav|dia ekeo ny teniny,
wavs/AT-01-Genesisy-ch_21-T0062965.wav|dia notazana;
wavs/AT-01-Genesisy-ch_21-T0165011.wav|inona izato manjo anao,
wavs/AT-01-Genesisy-ch_21-T0176412.wav|ka tantano;
wavs/AT-01-Genesisy-ch_21-T0173406.wav|mitsa­ngana,
wavs/AT-01-Genesisy-ch_21-T0166606.wav|ry hagara ?
wavs/AT-01-Genesisy-ch_22-T0238780.wav|ary kaseda sy hazo sy pildasy sy jidiafa ary betoela.
wavs/AT-01-Genesisy-ch_22-T0232605.wav|dia oza lahimatoany sy boza lahiaivo ary kemoela,
wavs/AT-01-Genesisy-ch_22-T0184711.wav|ny tenako no nianianako,
wavs/AT-01-Genesisy-ch_22-T0237373.wav|rain'i arama,
wavs/AT-01-Genesisy-ch_22-T0085292.wav|ry ikaky ô!
wavs/AT-01-Genesisy-ch_23-T0114759.wav|aleveno ny fatin'ny vadinao.
wavs/AT-01-Genesisy-ch_23-T0159174.wav|ary ny sahan'i efrona,
wavs/AT-01-Genesisy-ch_23-T0130677.wav|dia haleviko ao ny fatin'ny vadiko.
wavs/AT-01-Genesisy-ch_23-T0127278.wav|dia homeko ny vidin'ny saha;
wavs/AT-01-Genesisy-ch_23-T0144915.wav|fa aleveno ny fatin'ny vadinao.
wavs/AT-01-Genesisy-ch_23-T0045760.wav|mihainoa anay,
wavs/AT-01-Genesisy-ch_24-T0127071.wav|ambino aho anio,
wavs/AT-01-Genesisy-ch_24-T0380531.wav|rameva sy boriky.
wavs/AT-01-Genesisy-ch_24-T0380645.wav|ary rameva sy boriky.
wavs/AT-01-Genesisy-ch_24-T0298834.wav|ary rebeka nanana anadahy,
=======
wavs/AT-09-1Samoela-ch_01-T0223150.wav|ary elkana nahalala an'i hana vadiny,
wavs/AT-09-1Samoela-ch_01-T0300170.wav|ary hoy hana:
wavs/AT-09-1Samoela-ch_01-T0076972.wav|ary izany no fanaon'i elkana isan-taona,
wavs/AT-09-1Samoela-ch_01-T0030029.wav|ary penina nanan-janaka,
>>>>>>> 2631dae32256e6a409b1d4abca605bd49fa11bb4
wavs/AT-01-Genesisy-ch_24-T0419575.wav|dia haniraka ilay anjeliny homba anao sy hanambina ny alehanao,
wavs/AT-01-Genesisy-ch_24-T0585251.wav|dia nandry.
wavs/AT-01-Genesisy-ch_24-T0510390.wav|dia nataoko teo anorony ny kavin'orona,
wavs/AT-01-Genesisy-ch_24-T0717942.wav|dia nionona ny alahelony an-dreniny.
wavs/AT-01-Genesisy-ch_24-T0400897.wav|izay iraisako monina;
wavs/AT-01-Genesisy-ch_24-T0168277.wav|izay naterak'i betoela,
wavs/AT-01-Genesisy-ch_24-T0574809.wav|ka nomeny an-drebeka;
wavs/AT-01-Genesisy-ch_24-T0141572.wav|mba areno kely ny sininao hisotroako,
wavs/AT-01-Genesisy-ch_24-T0249368.wav|mba lazao amiko.
wavs/AT-01-Genesisy-ch_24-T0265405.wav|na ny mololo na ny vilona,
wavs/AT-01-Genesisy-ch_24-T0173423.wav|nilanja ny sininy teny an-tsorony.
wavs/AT-01-Genesisy-ch_24-T0553493.wav|rebeka eto anatrehanao,
wavs/AT-01-Genesisy-ch_22-T0232570.wav|dia oza lahimatoany sy boza lahiaivo ary kemoela,
wavs/AT-01-Genesisy-ch_11-T0269614.wav|dia tao oran'ny kaldeana.
wavs/AT-01-Genesisy-ch_11-T0269614.wav|dia tao oran'ny kaldeana.
wavs/AT-01-Genesisy-ch_23-T0045653.wav|mihainoa anay,
wavs/AT-01-Genesisy-ch_23-T0045658.wav|mihainoa anay,
wavs/AT-01-Genesisy-ch_24-T0127217.wav|ambino aho anio,
wavs/AT-01-Genesisy-ch_24-T0127144.wav|ambino aho anio,
wavs/AT-01-Genesisy-ch_23-T0045743.wav|mihainoa anay,
wavs/AT-01-Genesisy-ch_24-T0380501.wav|rameva sy boriky.
wavs/AT-01-Genesisy-ch_24-T0298928.wav|ary rebeka nanana anadahy,
wavs/AT-01-Genesisy-ch_24-T0419575.wav|dia haniraka ilay anjeliny homba anao sy hanambina ny alehanao,
wavs/AT-01-Genesisy-ch_24-T0585355.wav|dia nandry.
wavs/AT-01-Genesisy-ch_24-T0510441.wav|dia nataoko teo anorony ny kavin'orona,
wavs/AT-01-Genesisy-ch_24-T0717920.wav|dia nionona ny alahelony an-dreniny.
wavs/AT-01-Genesisy-ch_24-T0400867.wav|izay iraisako monina;
wavs/AT-01-Genesisy-ch_24-T0168041.wav|izay naterak'i betoela,
wavs/AT-01-Genesisy-ch_24-T0574686.wav|ka nomeny an-drebeka;
wavs/AT-01-Genesisy-ch_24-T0141450.wav|mba areno kely ny sininao hisotroako,
wavs/AT-01-Genesisy-ch_24-T0249280.wav|mba lazao amiko.
wavs/AT-01-Genesisy-ch_24-T0265256.wav|na ny mololo na ny vilona,
wavs/AT-01-Genesisy-ch_24-T0553316.wav|rebeka eto anatrehanao,
wavs/AT-01-Genesisy-ch_24-T0475113.wav|tamy rebeka nilanja ny sininy teny an-tsorony,
wavs/AT-01-Genesisy-ch_11-T0269614.wav|dia tao oran'ny kaldeana.
wavs/AT-01-Genesisy-ch_14-T0139324.wav|fa nonina tao sodoma koa lota.
wavs/AT-01-Genesisy-ch_14-T0165065.wav|izay efa nahay niady.
wavs/AT-01-Genesisy-ch_22-T0232620.wav|dia oza lahimatoany sy boza lahiaivo ary kemoela,
wavs/AT-01-Genesisy-ch_24-T0384599.wav|vadin'ny tompoko,
wavs/AT-01-Genesisy-ch_25-T0196277.wav|abrahama niteraka an'isaka;
wavs/AT-01-Genesisy-ch_25-T0236280.wav|ary vahoaka roa toko no hisaraka hatrao am-bohokanao;
wavs/AT-01-Genesisy-ch_25-T0299375.wav|satria nankafy ny hazany;
wavs/AT-01-Genesisy-ch_25-T0147308.wav|sy hadada sy tema sy jetora sy nafisy ary kedema.
wavs/AT-01-Genesisy-ch_25-T0139109.wav|sy kedara sy adbela sy mibsama
wavs/AT-01-Genesisy-ch_25-T0132858.wav|sy kedara sy adbela sy mibsama
wavs/AT-01-Genesisy-ch_25-T0143417.wav|sy misma sy doma sy masa
wavs/AT-01-Genesisy-ch_26-T0269912.wav|ary abimeleka mbamin'i ahozata sakaizany sy pikola,
wavs/AT-01-Genesisy-ch_26-T0069578.wav|ary isaka dia nitoetra tany gerara.
wavs/AT-01-Genesisy-ch_26-T0080072.wav|fa natahotra hilaza hoe:
wavs/AT-01-Genesisy-ch_26-T0097975.wav|isaka nisangy tamin-drebeka vadiny.
wavs/AT-01-Genesisy-ch_26-T0169378.wav|miala atỳ aminay;
wavs/AT-01-Genesisy-ch_26-T0170977.wav|miala atỳ aminay;
wavs/AT-01-Genesisy-ch_26-T0031166.wav|miva­hinia eto amin'ity tany ity ianao,
wavs/AT-01-Genesisy-ch_26-T0357327.wav|sy basemata,
wavs/AT-01-Genesisy-ch_26-T0020778.wav|tany gerara.
wavs/AT-01-Genesisy-ch_27-T0076099.wav|araho ny teniko amin'izay asaiko ataonao.
wavs/AT-01-Genesisy-ch_27-T0453208.wav|araho ny teniko;
wavs/AT-01-Genesisy-ch_27-T0105037.wav|ary angamba hitsapa ahy ikaky,
wavs/AT-01-Genesisy-ch_27-T0251307.wav|ary isaka nandre ny fofon'ny fitafiany,
wavs/AT-01-Genesisy-ch_27-T0008937.wav|ary rehefa antitra isaka,
wavs/AT-01-Genesisy-ch_27-T0240386.wav|dia nisotro.
wavs/AT-01-Genesisy-ch_27-T0447655.wav|hamaly ny nataonao ka hamono anao.
wavs/AT-01-Genesisy-ch_27-T0065833.wav|ihazao aho,
wavs/AT-01-Genesisy-ch_27-T0121028.wav|itondray aho.
wavs/AT-01-Genesisy-ch_27-T0173566.wav|ka hano ny hazako,
wavs/AT-01-Genesisy-ch_27-T0181064.wav|nanao ahoana,
wavs/AT-01-Genesisy-ch_27-T0361783.wav|ny fizokiako efa nalainy;
wavs/AT-01-Genesisy-ch_27-T0156154.wav|ry ikaky ô!
wavs/AT-01-Genesisy-ch_29-T0198856.wav|aleoko homena anao izy,
wavs/AT-01-Genesisy-ch_29-T0184071.wav|ary lea nalemy maso;
wavs/AT-01-Genesisy-ch_29-T0277596.wav|ary nomen'i labana an-drahely zananivavy kosa bila ankizivaviny hanompo azy.
wavs/AT-01-Genesisy-ch_29-T0141679.wav|dia nihazakazaka rahely nanambara izany tamin-drainy.
wavs/AT-01-Genesisy-ch_29-T0179021.wav|lea no anaran'ny zokiny,
wavs/AT-01-Genesisy-ch_29-T0075446.wav|tamy rahely zananivavy mitondra ny ondry aman'osy.
wavs/AT-01-Genesisy-ch_29-T0254510.wav|tsy fanao atỳ amin'ny taninay ny mamoaka ny zandriny alohan'ny zokiny.
wavs/AT-01-Genesisy-ch_29-T0194628.wav|zanakao faravavy.
wavs/AT-01-Genesisy-ch_30-T0084414.wav|ankizivavin'i lea,
wavs/AT-01-Genesisy-ch_30-T0337698.wav|ary izay osivavy rehetra mara sy sada,
wavs/AT-01-Genesisy-ch_30-T0032061.wav|dia hiteraka eo am­pofoako izy,
wavs/AT-01-Genesisy-ch_30-T0384776.wav|dia nikambana tandrifin'ny tsorakazo ny ondry aman'osy ka niteraka sadika sy mara ary sada.
wavs/AT-01-Genesisy-ch_33-T0096296.wav|aza an'izany;
wavs/NT-01-Matio-ch_01-T0245495.wav|ary josefa vadiny,
wavs/NT-01-Matio-ch_01-T0177199.wav|ary matana niteraka an i jakoba;
